source,new_source,group,dijkstra_dheap,rdijkstra_dag_dheap,rdijkstra_tree_dheap,rauction_dag_dheap,rauction_tree_dheap,dijkstra_radix,rdijkstra_dag_radix,rdijkstra_tree_radix,rauction_dag_radix,rauction_tree_radix
112535,94547,6,38.921,40.531,39.210,4.232,4.551,18.830,18.818,18.251,4.223,4.544
112535,131933,6,52.830,39.191,38.740,2.194,2.127,18.925,17.940,17.707,2.210,2.050
112535,131933,6,38.983,38.804,38.644,2.194,2.060,18.221,17.861,17.758,2.217,2.070
112535,78317,7,39.008,39.086,38.813,2.191,2.062,19.061,18.416,17.763,2.188,2.035
112535,78317,7,38.761,38.701,38.936,2.219,2.058,18.743,17.731,17.703,2.201,2.038
112535,93696,7,39.330,39.090,38.628,6.268,6.643,18.460,17.714,17.551,6.339,6.865
112535,93696,7,38.592,38.687,38.732,6.384,6.601,18.764,18.078,17.561,6.434,6.641
112535,105073,7,41.596,38.854,38.406,4.219,4.474,18.565,17.770,17.755,4.217,4.475
112535,105073,7,39.049,38.623,38.516,4.280,4.483,18.548,17.857,17.636,4.255,4.331
112535,72018,8,38.916,39.034,38.682,2.246,2.035,18.480,17.753,18.030,2.204,2.028
112535,72018,8,38.890,38.477,38.673,2.259,2.148,18.904,17.819,17.613,2.194,2.032
112535,5085,8,38.604,38.855,39.282,2.310,2.088,18.443,17.780,17.610,2.185,2.057
112535,5085,8,38.896,39.122,38.477,2.196,2.031,18.440,18.276,17.667,2.204,2.059
112535,90757,8,38.829,38.662,38.852,2.227,2.040,18.612,17.621,17.366,2.213,2.026
112535,90757,8,38.657,38.554,38.647,2.201,2.034,18.546,17.699,17.521,2.225,2.027
112535,55991,9,38.785,38.856,38.942,2.189,2.032,18.479,17.521,17.666,2.215,2.026
112535,55991,9,38.496,39.053,38.533,2.248,2.044,18.486,17.731,17.575,2.226,2.033
112535,78858,9,40.589,38.784,38.214,2.275,2.031,18.795,17.848,17.528,2.172,2.028
112535,78858,9,38.712,39.061,38.773,2.222,2.116,18.726,17.746,17.653,2.218,2.029
112535,24753,9,38.670,38.706,39.282,2.199,2.034,18.487,17.900,17.857,2.199,2.055
112535,24753,9,38.830,38.413,38.636,2.191,2.053,18.564,17.794,17.566,2.200,2.030
112535,69670,10,38.668,38.784,38.625,2.202,2.037,18.360,17.875,17.877,2.217,2.036
112535,69670,10,38.729,39.008,38.855,2.168,2.049,18.444,18.713,18.255,2.260,2.051
112535,34342,10,38.986,38.890,38.770,2.189,2.038,18.628,17.597,17.519,2.183,2.095
112535,34342,10,39.339,38.772,38.829,2.251,2.171,18.665,17.785,17.519,2.197,2.036
112535,149845,10,38.484,38.731,39.336,2.401,2.190,18.820,18.383,17.860,2.204,2.034
112535,149845,10,38.616,38.541,38.619,2.235,2.051,18.543,17.546,17.554,2.211,2.040
