source,new_source,group,dijkstra_dheap,rdijkstra_dag_dheap,rdijkstra_tree_dheap,rauction_dag_dheap,rauction_tree_dheap,dijkstra_radix,rdijkstra_dag_radix,rdijkstra_tree_radix,rauction_dag_radix,rauction_tree_radix
108210,88670,2,40.492,40.731,39.281,18.407,18.286,17.559,17.457,16.981,18.345,18.425
108210,41850,2,35.967,36.733,38.318,2.203,2.007,17.523,16.789,16.915,2.227,2.052
108210,41850,2,37.347,37.906,37.583,2.240,2.033,17.593,16.472,16.773,2.206,2.013
108210,155092,3,37.335,37.179,37.907,16.357,16.184,17.312,16.553,16.594,16.416,16.440
108210,155092,3,36.923,36.561,35.401,16.431,16.239,17.031,16.465,17.048,16.460,16.400
108210,74256,3,37.616,36.605,35.440,18.377,18.482,17.332,16.329,16.358,18.520,18.815
108210,74256,3,36.836,36.795,36.831,18.486,18.462,17.713,17.396,17.052,33.828,18.674
108210,129441,3,35.678,34.787,35.008,18.475,18.533,17.657,17.213,18.528,20.072,19.951
108210,129441,3,46.064,51.735,42.484,19.044,21.774,22.418,19.264,19.965,20.466,19.134
108210,87901,4,38.115,39.678,43.612,2.255,2.093,19.118,18.157,20.645,2.283,2.255
108210,87901,4,48.251,46.312,44.949,2.384,2.347,20.280,18.415,18.712,2.397,2.266
108210,71939,4,38.841,40.475,40.153,2.453,2.063,18.771,18.634,26.425,3.079,2.334
108210,71939,4,44.850,46.302,42.507,2.258,2.490,18.709,18.878,18.332,2.200,2.034
108210,58012,4,40.119,41.649,43.607,10.523,10.094,18.307,18.844,19.250,10.430,10.497
108210,58012,4,39.937,38.792,35.775,12.365,10.195,17.935,17.079,17.519,11.019,10.616
108210,20169,5,39.429,44.394,41.965,6.734,6.615,18.334,18.080,17.913,6.371,6.093
108210,20169,5,37.366,36.405,37.873,6.343,6.194,18.789,17.870,18.007,6.588,6.222
108210,42270,5,35.787,36.551,36.698,2.299,2.078,19.529,18.153,17.970,2.392,2.106
108210,42270,5,40.955,41.157,40.791,2.338,2.070,18.451,17.762,18.305,2.443,2.230
108210,114688,5,41.662,36.720,35.524,16.441,16.430,17.575,17.304,18.639,17.521,17.388
108210,114688,5,43.462,40.289,39.966,17.986,18.061,19.866,20.166,20.175,17.444,17.248
108210,105565,6,45.332,41.578,45.646,2.358,2.154,19.949,19.642,18.868,2.272,2.126
108210,105565,6,43.381,43.834,48.474,3.054,2.867,18.936,19.479,18.829,2.413,2.350
108210,130439,6,42.019,42.694,52.724,2.521,2.267,20.611,17.355,17.502,2.289,2.006
108210,130439,6,35.061,34.758,34.886,2.209,2.018,16.857,16.076,16.475,2.196,1.999
108210,62394,6,45.731,43.079,43.907,4.704,4.409,21.670,18.684,17.661,4.518,4.450
108210,62394,6,39.097,36.162,35.882,4.256,4.043,18.654,17.748,18.030,4.480,4.340
108210,18512,7,45.395,35.763,34.934,4.723,4.071,18.218,16.723,18.091,4.231,4.035
108210,18512,7,37.833,45.427,41.810,4.288,4.458,18.361,19.990,22.603,4.414,4.090
108210,13107,7,35.232,37.049,34.855,6.194,6.025,16.963,16.016,16.024,6.218,6.007
108210,13107,7,35.556,34.788,36.519,6.302,6.145,17.356,16.260,18.039,6.280,6.235
108210,55634,7,36.714,37.734,41.805,2.303,2.215,20.299,19.220,22.015,2.401,2.809
108210,55634,7,44.761,43.650,43.828,2.266,2.080,18.550,16.641,16.208,2.233,2.001
108210,119326,8,37.681,37.170,37.746,4.265,4.238,18.647,17.548,18.240,4.525,4.176
108210,119326,8,42.029,42.798,41.568,4.239,4.013,18.090,17.193,16.243,4.934,4.210
108210,11676,8,40.071,40.356,39.325,2.456,2.059,19.164,25.149,22.121,2.648,2.125
108210,11676,8,42.118,42.067,42.454,2.248,2.033,18.995,20.169,17.539,2.370,2.291
108210,142674,8,38.376,36.584,35.700,2.235,2.033,16.817,16.129,16.068,2.211,2.010
108210,142674,8,35.249,34.904,35.042,2.217,2.024,17.201,16.162,15.991,2.192,2.005
108210,10870,9,40.981,46.606,45.026,4.695,4.470,21.999,23.588,20.777,4.817,4.574
108210,10870,9,41.912,42.571,39.877,4.712,4.045,18.919,18.938,19.691,5.170,4.555
108210,43241,9,35.679,40.725,40.648,11.639,6.784,19.486,20.520,21.268,15.256,8.068
108210,43241,9,53.832,44.563,42.192,10.919,6.174,20.664,19.529,19.575,10.846,6.301
108210,59041,9,43.466,42.307,43.354,2.303,2.000,18.589,16.455,16.379,2.251,2.012
108210,59041,9,37.876,43.392,35.736,2.183,2.010,19.458,16.527,15.998,2.188,2.007
108210,127616,10,65.744,46.413,42.217,2.423,2.182,19.949,20.606,19.305,2.214,2.222
108210,127616,10,44.637,45.470,44.562,2.246,2.031,18.602,17.499,18.202,2.218,2.028
108210,54486,10,35.056,35.738,35.043,4.010,5.223,17.741,17.559,15.974,2.210,2.009
108210,54486,10,35.076,34.687,34.972,2.206,2.015,16.874,16.504,16.426,2.207,2.006
108210,51562,10,42.247,40.827,39.068,2.249,2.011,17.036,16.159,16.191,2.226,2.017
108210,51562,10,35.008,34.827,34.520,2.186,2.010,17.222,16.108,15.911,2.223,2.012
138279,117148,1,36.608,35.278,34.989,68.311,62.734,17.527,15.925,16.084,68.948,63.047
138279,117148,1,36.050,35.046,34.917,68.320,62.964,16.873,16.028,16.008,72.979,63.085
138279,128531,1,48.513,44.898,42.876,1600.430,1478.883,18.872,17.873,18.094,1521.233,1471.337
138279,128531,1,36.716,34.758,36.463,1510.345,1453.120,18.573,16.647,16.205,1512.994,1531.080
138279,23056,1,38.362,37.169,36.044,169.954,171.523,17.569,16.576,16.495,170.805,171.504
138279,23056,1,35.745,35.204,36.954,169.124,171.899,17.223,16.102,17.643,180.444,176.053
138279,157548,2,35.466,35.444,34.877,2.187,2.027,17.072,16.155,16.087,2.206,2.005
138279,157548,2,38.713,35.252,35.127,2.183,2.014,17.004,16.352,16.127,2.206,2.010
138279,11455,2,36.574,35.509,35.704,8.272,8.647,17.538,16.803,17.107,8.776,8.579
138279,11455,2,39.776,37.300,36.207,8.289,8.619,17.119,16.105,16.568,8.727,8.940
138279,84781,2,36.237,36.207,35.437,8.257,8.683,16.939,16.067,16.099,8.303,8.891
138279,84781,2,35.445,35.052,35.027,8.360,8.610,17.325,16.665,16.335,8.316,8.932
138279,126802,3,39.437,37.677,36.689,2.206,2.005,18.066,17.204,16.552,2.275,2.038
138279,126802,3,42.996,44.703,51.269,2.824,2.956,22.649,21.432,22.114,2.417,2.014
138279,68849,3,48.814,46.120,45.682,20.716,6.786,20.376,20.898,21.286,20.224,7.039
138279,68849,3,45.796,46.158,45.619,20.366,6.748,21.367,19.566,30.298,37.575,7.596
138279,68595,3,44.213,43.312,39.236,11.050,11.328,18.606,17.560,17.005,10.521,11.159
138279,68595,3,38.759,43.407,48.437,12.137,10.761,22.292,23.164,22.754,12.242,12.443
138279,67794,4,46.900,46.038,47.425,2.557,2.143,20.577,21.579,22.158,2.358,2.008
138279,67794,4,49.874,67.383,67.669,2.739,2.469,20.384,19.223,18.363,2.580,2.381
138279,128227,4,37.374,35.338,34.991,6.230,6.500,16.955,16.027,16.125,6.242,6.490
138279,128227,4,36.404,36.369,34.660,6.273,6.666,19.420,17.880,17.608,6.340,6.444
138279,145545,4,35.429,35.307,37.171,2.255,2.021,18.695,17.894,17.755,2.474,2.087
138279,145545,4,39.782,38.456,41.834,2.278,2.013,17.435,25.128,18.242,2.186,2.092
138279,72811,5,52.253,43.003,41.923,2.242,2.560,20.344,23.102,20.470,2.664,2.335
138279,72811,5,43.927,48.201,48.491,2.704,2.721,21.078,25.153,24.712,2.365,2.059
138279,126632,5,38.629,39.088,37.900,4.405,4.393,17.290,16.158,17.449,4.237,4.072
138279,126632,5,36.078,35.548,37.706,4.204,4.072,17.343,16.230,16.311,4.235,4.097
138279,34441,5,37.115,36.618,36.376,4.507,4.477,19.309,17.632,17.626,4.274,4.214
138279,34441,5,40.170,41.460,39.141,4.252,4.012,19.625,17.310,17.382,4.236,4.047
138279,158272,6,36.647,38.578,39.120,2.244,2.057,18.245,17.230,17.491,2.218,3.353
138279,158272,6,39.038,40.412,42.264,2.261,2.007,18.161,18.985,17.241,2.272,2.084
138279,108601,6,35.669,36.299,35.827,4.193,4.066,17.110,18.596,16.838,4.229,4.032
138279,108601,6,35.273,36.644,35.313,4.195,4.028,16.858,16.018,17.106,4.231,4.100
138279,147444,6,36.555,34.633,47.195,2.398,2.234,22.155,16.887,16.127,2.211,2.039
138279,147444,6,37.211,37.933,36.327,2.258,2.028,18.159,16.637,16.553,2.206,2.017
138279,56873,7,35.659,36.227,36.603,2.202,2.008,16.864,16.417,16.904,2.210,2.018
138279,56873,7,37.731,35.812,36.089,2.206,2.073,17.143,16.332,16.421,2.285,2.005
138279,49314,7,40.324,38.953,35.968,2.190,2.003,16.866,16.068,17.753,2.220,2.013
138279,49314,7,39.096,37.989,40.253,2.184,2.069,16.894,16.153,17.110,2.287,2.077
138279,126905,7,38.589,35.952,37.811,10.337,10.614,17.009,15.867,16.278,11.736,10.940
138279,126905,7,36.647,35.116,37.653,10.584,10.608,18.166,17.270,17.347,12.259,10.747
138279,126536,8,65.820,50.854,51.656,7.863,7.832,21.537,20.877,20.095,6.994,6.774
138279,126536,8,51.564,42.914,41.268,9.804,10.846,21.007,21.169,21.796,6.984,8.618
138279,5093,8,42.666,44.092,46.294,4.262,4.997,22.012,21.814,24.093,5.459,4.265
138279,5093,8,50.716,51.505,45.283,4.647,5.020,21.479,21.483,25.219,4.558,4.678
138279,138605,8,43.564,43.239,43.861,4.488,4.512,18.739,16.368,16.125,4.233,4.053
138279,138605,8,41.671,41.576,42.598,4.451,4.250,18.623,17.348,17.151,4.261,4.232
138279,99533,9,37.083,35.602,40.600,4.540,4.659,20.273,20.992,17.829,4.345,4.329
138279,99533,9,42.735,41.650,41.979,4.240,7.266,19.552,23.387,31.540,4.344,4.139
138279,149700,9,56.390,46.052,43.056,2.192,2.012,16.999,16.425,16.386,2.204,2.089
138279,149700,9,36.321,34.979,35.829,2.204,2.012,17.816,16.139,16.099,2.221,2.115
138279,9423,9,48.658,45.250,51.020,2.347,2.082,22.365,22.244,21.346,2.416,2.193
138279,9423,9,47.618,50.784,44.574,2.321,2.043,19.633,20.153,20.981,2.422,2.255
138279,141110,10,40.537,43.375,42.669,2.247,2.031,17.191,16.309,17.685,2.227,2.202
138279,141110,10,40.862,39.488,37.761,2.199,2.073,18.319,16.180,16.155,2.174,2.009
138279,7383,10,36.072,34.906,38.454,2.272,2.170,21.271,18.550,18.751,2.233,2.523
138279,7383,10,41.631,42.910,42.662,2.182,2.138,18.579,18.422,19.226,2.337,2.212
138279,130706,10,42.497,36.402,35.024,2.202,2.005,17.998,16.757,16.022,2.197,2.007
138279,130706,10,35.408,37.316,38.040,2.266,2.003,18.346,17.992,16.864,2.234,2.029
83793,3584,1,40.964,37.566,35.726,20.194,20.188,17.795,19.444,20.248,18.997,20.267
83793,3584,1,37.178,36.413,34.658,18.738,20.062,18.900,17.125,18.012,19.057,20.167
83793,49855,1,47.064,41.294,42.543,33.041,32.921,20.217,17.359,17.354,32.776,31.923
83793,49855,1,40.664,40.465,39.007,32.834,31.674,18.873,19.770,19.373,33.103,32.217
83793,110138,1,42.033,41.281,42.026,30.477,29.612,22.704,22.027,18.784,30.820,33.613
83793,110138,1,48.097,46.559,46.867,29.336,28.912,19.943,20.086,19.619,28.414,29.346
83793,150109,2,39.112,38.691,38.442,8.313,8.574,18.636,18.160,18.029,8.711,8.469
83793,150109,2,39.385,38.578,43.879,8.590,8.476,18.034,16.211,16.832,8.299,8.596
83793,146208,2,35.172,36.220,34.958,6.232,6.128,17.246,16.172,16.070,6.183,6.180
83793,146208,2,35.020,34.794,35.126,7.240,6.362,16.892,16.057,16.007,7.029,6.275
83793,15774,2,35.190,35.067,37.439,16.999,17.523,17.505,16.104,17.694,16.634,18.363
83793,15774,2,35.670,34.875,36.848,17.032,17.436,17.041,16.060,16.048,16.862,17.483
83793,150061,3,35.075,34.714,36.890,2.213,2.001,17.060,15.996,15.889,2.214,2.014
83793,150061,3,35.133,34.890,36.629,2.201,2.017,16.923,15.995,16.107,2.216,2.011
83793,50478,3,35.048,34.781,34.628,14.475,15.125,17.185,16.294,16.152,14.530,15.214
83793,50478,3,35.222,35.034,34.759,14.476,15.235,17.093,16.228,16.007,14.601,15.252
83793,94541,3,35.190,34.558,37.807,4.258,4.038,16.975,16.043,16.019,4.226,4.051
83793,94541,3,38.410,35.136,35.690,4.198,4.042,16.744,16.234,16.022,4.179,4.056
83793,149808,4,35.233,35.002,36.467,2.176,2.037,17.764,16.055,16.234,2.209,2.011
83793,149808,4,36.283,34.950,35.551,2.160,2.025,16.849,16.021,16.795,2.280,2.007
83793,43175,4,34.948,34.962,34.421,10.239,10.796,17.085,16.462,15.922,10.292,10.682
83793,43175,4,35.204,35.081,34.762,10.244,10.576,16.831,15.924,15.821,10.284,10.613
83793,29115,4,35.948,37.320,36.485,6.234,6.148,17.501,16.408,16.625,6.282,6.213
83793,29115,4,35.326,35.365,36.021,6.224,6.166,16.961,16.006,17.845,6.272,6.217
83793,4257,5,38.225,35.996,34.802,2.193,1.998,17.020,16.057,16.006,2.217,2.010
83793,4257,5,35.123,34.934,34.593,2.185,2.015,16.988,16.075,16.129,2.183,2.016
83793,67004,5,35.788,35.553,35.498,2.203,2.008,17.114,16.029,16.054,2.226,2.111
83793,67004,5,36.073,34.918,34.677,2.185,2.012,17.159,16.085,17.572,2.584,2.099
83793,65346,5,36.564,34.899,34.819,8.272,8.348,16.903,15.986,16.025,8.251,8.426
83793,65346,5,36.552,37.761,35.782,8.336,8.281,16.880,16.023,15.997,8.278,8.448
83793,89909,6,40.238,35.917,34.979,2.183,2.000,17.417,16.145,16.069,2.199,2.007
83793,89909,6,34.844,35.047,36.520,2.198,2.013,17.026,16.102,16.046,2.198,2.008
83793,47264,6,36.191,34.919,34.882,6.286,6.162,16.996,16.030,15.986,6.250,6.228
83793,47264,6,37.442,35.134,35.296,6.243,6.119,16.896,16.123,16.109,6.227,6.140
83793,64509,6,35.109,34.721,34.479,13.234,10.828,17.100,16.040,16.062,10.871,11.886
83793,64509,6,35.558,34.551,35.046,10.286,10.610,16.905,16.922,17.337,10.738,10.705
83793,108099,7,35.090,35.307,34.688,2.208,2.001,16.762,16.031,15.936,2.187,2.014
83793,108099,7,35.266,39.589,34.780,2.177,2.014,16.797,16.488,16.177,2.210,2.009
83793,46775,7,35.267,35.195,34.747,2.172,2.010,17.999,17.813,16.084,2.202,2.003
83793,46775,7,34.797,35.067,34.636,2.188,2.005,16.923,16.263,16.775,2.219,2.001
83793,12279,7,35.854,35.846,37.441,2.270,2.117,17.997,17.352,17.241,2.295,2.069
83793,12279,7,38.436,37.661,37.544,2.315,2.001,17.644,21.580,16.801,2.281,2.053
83793,87791,8,36.564,37.117,37.665,2.194,2.074,20.019,16.791,17.161,2.187,2.066
83793,87791,8,36.978,36.087,36.968,2.220,2.129,18.651,17.045,16.783,2.306,2.038
83793,108532,8,35.887,34.766,36.703,2.234,2.079,17.953,17.118,17.094,2.261,2.157
83793,108532,8,38.571,37.013,37.202,2.215,2.037,17.896,16.863,16.959,2.276,2.003
83793,67455,8,36.438,35.656,35.211,2.154,2.031,17.263,16.149,16.883,2.194,2.023
83793,67455,8,35.084,35.069,36.090,2.221,2.048,17.202,16.262,16.014,2.186,1.996
83793,117652,9,34.854,34.936,34.707,2.215,2.005,16.791,15.933,16.007,2.201,2.013
83793,117652,9,35.993,34.816,34.748,2.202,2.007,16.843,16.074,15.876,2.195,2.168
83793,68713,9,35.565,34.759,34.678,2.164,2.028,16.868,16.844,15.873,2.205,2.011
83793,68713,9,34.956,34.847,34.826,2.172,2.029,17.441,15.924,15.919,2.208,2.008
83793,120244,9,35.544,35.106,34.656,2.196,2.030,16.810,15.934,15.915,2.201,2.008
83793,120244,9,35.280,34.817,34.695,2.194,2.009,16.856,16.020,17.588,2.232,2.017
83793,128958,10,35.542,34.701,36.908,2.197,2.007,17.052,16.078,16.850,2.186,2.023
83793,128958,10,35.887,34.909,34.799,2.179,2.011,17.604,16.224,16.125,2.214,2.000
83793,74376,10,35.171,35.033,37.581,2.322,2.096,18.293,17.598,17.243,2.272,2.071
83793,74376,10,38.671,46.206,61.407,2.741,2.213,20.261,20.572,21.579,2.423,2.394
83793,53105,10,44.619,43.945,45.323,2.272,1.998,21.088,21.195,23.319,2.393,2.256
83793,53105,10,43.763,44.668,43.339,2.416,2.142,20.641,19.751,19.275,2.690,2.246
112535,144446,1,40.023,49.474,46.859,309.800,302.439,20.453,18.078,17.615,326.691,303.953
112535,144446,1,38.187,35.234,38.262,306.910,309.628,20.396,23.492,21.512,321.361,304.548
112535,8480,1,35.646,35.107,34.802,70.302,71.242,19.729,22.368,17.533,70.351,71.461
112535,8480,1,37.134,35.900,34.496,70.176,71.138,17.128,16.021,15.909,70.093,72.572
112535,137691,1,35.414,34.873,34.677,18.667,21.227,18.761,16.449,16.076,18.957,19.821
112535,137691,1,35.140,41.888,58.740,81.751,23.959,20.098,18.393,19.654,20.039,20.722
112535,65224,2,40.979,43.118,45.644,13.905,13.653,18.587,17.698,17.939,13.300,13.275
112535,65224,2,54.734,58.693,40.644,13.801,13.524,17.712,17.475,16.112,13.973,13.503
112535,95161,2,35.323,34.899,34.866,23.189,24.532,17.470,16.218,16.171,23.303,24.548
112535,95161,2,35.016,34.754,34.574,23.125,24.318,16.928,16.085,16.012,23.326,24.478
112535,54491,2,36.732,35.025,34.714,21.379,20.735,20.155,19.138,19.877,20.741,21.012
112535,54491,2,48.480,50.519,49.312,22.469,21.753,21.684,22.319,26.077,27.410,24.942
112535,159091,3,49.131,41.457,42.916,53.857,55.940,20.650,19.105,18.483,54.500,56.202
112535,159091,3,40.826,40.196,40.763,53.994,55.149,18.825,17.948,16.213,52.766,53.572
112535,25744,3,44.922,40.505,37.046,8.254,8.880,18.082,18.332,18.135,8.698,9.155
112535,25744,3,43.079,43.123,42.879,9.628,10.442,20.202,18.493,18.571,8.768,9.062
112535,135929,3,37.267,36.164,36.547,2.156,2.032,17.074,16.634,20.075,2.535,2.358
112535,135929,3,39.078,38.782,38.424,2.384,2.196,18.193,17.464,17.363,2.303,2.222
112535,113512,4,41.181,42.171,40.422,2.320,2.252,19.350,17.907,17.325,2.213,2.279
112535,113512,4,40.179,39.354,37.049,2.336,2.062,19.649,19.008,17.088,2.232,2.094
112535,142014,4,36.524,34.970,36.711,4.254,4.198,17.562,17.599,16.206,4.231,4.219
112535,142014,4,48.139,46.772,39.806,4.251,4.296,19.345,18.108,18.151,4.241,4.185
112535,9262,4,46.188,45.763,42.070,6.671,6.648,17.797,16.193,16.091,6.301,7.022
112535,9262,4,41.230,40.996,35.733,6.257,6.638,16.923,16.003,16.123,6.364,6.805
112535,140840,5,47.810,47.974,44.656,6.587,6.791,17.830,17.248,17.289,6.321,6.789
112535,140840,5,35.328,35.662,44.060,8.216,8.893,20.906,20.701,20.779,6.785,6.723
112535,87859,5,35.200,41.559,41.719,2.405,2.243,19.118,18.830,18.868,2.323,2.253
112535,87859,5,37.463,35.594,34.915,2.171,2.032,16.866,16.057,16.205,2.258,2.028
112535,44309,5,45.064,42.766,39.339,2.193,2.097,17.321,17.717,18.064,2.266,2.154
112535,44309,5,39.374,44.551,37.211,2.235,2.038,17.162,16.819,16.277,2.190,2.099
112535,77153,6,36.854,34.935,34.927,2.183,2.027,16.897,16.069,15.971,2.192,2.031
112535,77153,6,35.302,39.452,41.178,2.398,2.259,20.050,18.151,17.037,2.203,2.150
112535,29295,6,35.295,35.034,35.124,6.284,6.821,19.798,19.020,18.981,6.573,6.472
112535,29295,6,40.137,39.983,39.736,6.338,6.587,17.388,16.193,16.104,6.250,6.598
112535,140378,6,35.234,34.857,34.960,2.189,2.027,17.139,16.102,16.571,2.181,2.030
112535,140378,6,35.147,34.920,34.711,2.198,2.031,17.110,15.975,16.070,2.191,2.038
112535,159961,7,35.365,35.027,34.922,2.204,2.013,17.108,16.024,16.091,2.187,2.031
112535,159961,7,35.107,36.142,35.917,2.165,2.053,16.902,16.063,16.044,2.196,2.033
112535,5251,7,35.250,35.102,34.680,4.207,4.128,16.971,16.135,15.964,4.209,4.340
112535,5251,7,35.638,34.898,35.362,4.399,4.135,17.237,15.940,15.945,4.225,4.269
112535,103324,7,35.706,35.017,35.011,4.216,4.183,16.926,15.987,15.900,4.226,4.154
112535,103324,7,35.993,36.485,34.850,4.238,4.200,16.969,16.011,15.964,4.216,4.237
112535,27355,8,35.202,34.920,34.755,2.215,2.044,17.037,16.093,15.970,2.215,2.032
112535,27355,8,35.234,35.982,35.328,2.180,2.033,16.946,16.141,16.203,2.189,2.048
112535,103286,8,35.406,38.798,39.615,2.201,2.027,17.230,16.579,16.610,3.906,3.252
112535,103286,8,51.008,42.056,35.896,2.203,2.030,17.023,16.047,16.065,2.180,2.059
