source,new_source,group,dijkstra_dheap,rdijkstra_dheap,dijkstra_radix,rdijkstra_radix
87560,60585,96,15.301,14.798,13.174,14.537
87560,54277,96,14.325,14.368,13.094,14.093
87560,54277,96,14.283,14.598,13.002,13.857
87560,23862,96,14.219,14.896,12.939,13.540
87560,23862,96,14.168,14.475,13.437,14.128
87560,23372,97,23.945,14.536,13.335,14.344
87560,23372,97,14.212,14.259,13.028,13.829
87560,61499,97,13.702,14.098,12.691,14.000
87560,61499,97,14.016,14.080,12.350,13.855
87560,68410,97,13.672,14.154,12.730,13.749
87560,68410,97,14.313,13.550,12.281,13.562
87560,32737,98,17.254,14.171,12.648,15.045
87560,32737,98,14.190,14.308,12.490,13.626
87560,6877,98,13.485,13.848,12.519,13.728
87560,6877,98,13.612,13.749,12.509,13.652
87560,71367,98,13.595,14.275,12.819,13.860
87560,71367,98,17.030,14.462,13.199,13.454
87560,95326,99,13.458,13.930,12.405,13.726
87560,95326,99,13.821,15.722,13.080,13.549
87560,74547,99,13.252,13.490,12.503,13.480
87560,74547,99,13.853,13.529,12.268,13.329
87560,64367,99,13.492,13.719,12.538,14.179
87560,64367,99,13.680,13.652,12.426,13.247
87560,35839,100,16.697,14.498,12.412,13.538
87560,35839,100,13.526,13.998,12.613,14.540
87560,61867,100,13.653,13.631,12.611,13.589
87560,61867,100,13.569,13.378,12.169,13.596
87560,26678,100,16.713,15.072,13.484,14.960
87560,26678,100,14.236,14.864,13.560,14.444
20512,48848,1,14.024,14.141,12.970,13.720
20512,48848,1,13.805,13.992,12.650,13.964
20512,27882,1,13.543,14.153,12.815,13.597
20512,27882,1,13.348,13.688,12.889,13.670
20512,45879,1,13.728,13.564,12.172,13.284
20512,45879,1,13.885,14.214,12.419,13.366
20512,53433,2,14.046,14.069,12.941,13.869
20512,53433,2,14.209,14.280,12.418,13.588
20512,67718,2,14.364,15.487,13.605,13.558
20512,67718,2,14.468,15.540,13.150,13.793
20512,37280,2,13.729,14.571,12.457,13.698
20512,37280,2,13.462,13.863,13.338,15.029
20512,63521,3,13.697,13.907,12.550,13.526
20512,63521,3,13.767,13.800,12.448,14.526
20512,17914,3,13.508,14.567,12.487,13.877
20512,17914,3,13.928,14.523,12.462,13.404
20512,36190,3,13.393,13.529,12.366,13.299
20512,36190,3,13.253,14.144,12.409,13.274
20512,80046,4,13.692,14.684,12.611,13.622
20512,80046,4,14.054,14.399,12.252,13.412
20512,75413,4,13.653,13.533,12.560,13.641
20512,75413,4,13.896,13.688,14.401,14.303
20512,49480,4,13.759,13.857,12.474,13.330
20512,49480,4,13.679,13.751,12.707,13.383
20512,92873,5,13.427,13.555,12.205,13.112
20512,92873,5,13.712,14.107,12.430,13.367
20512,98576,5,13.688,13.844,12.687,13.380
20512,98576,5,13.464,13.598,12.347,13.398
20512,80,5,14.630,14.020,12.742,13.265
20512,80,5,13.266,14.054,12.571,13.547
20512,35087,6,13.724,13.717,12.311,13.700
20512,35087,6,13.813,13.914,13.335,13.686
20512,31059,6,13.387,14.047,12.553,13.361
20512,31059,6,13.565,13.877,12.452,13.476
20512,44590,6,13.581,14.818,12.361,13.617
20512,44590,6,13.898,14.688,12.518,13.638
20512,7805,7,13.998,13.662,12.485,13.140
20512,7805,7,13.825,13.730,12.121,13.214
20512,29252,7,13.354,14.411,12.504,13.267
20512,29252,7,13.612,14.220,12.643,13.334
20512,80806,7,13.472,15.195,12.420,13.400
20512,80806,7,13.560,14.800,12.567,13.734
20512,83537,8,14.970,15.766,12.553,13.693
20512,83537,8,14.220,14.187,12.722,13.274
20512,44408,8,13.792,13.774,12.784,13.491
20512,44408,8,14.196,13.600,12.276,13.101
20512,17184,8,14.463,16.495,13.391,14.573
20512,17184,8,15.137,16.469,13.260,14.355
20512,98096,9,14.995,15.110,14.454,18.188
20512,98096,9,16.177,14.673,13.291,14.307
20512,26831,9,15.447,16.639,13.265,15.096
20512,26831,9,14.460,16.362,13.186,15.647
20512,57789,9,14.555,14.315,12.818,14.455
20512,57789,9,14.433,15.306,13.700,13.712
20512,52111,10,16.361,16.727,13.535,14.435
20512,52111,10,14.628,15.277,13.126,14.703
20512,5186,10,14.109,15.080,12.818,14.016
20512,5186,10,14.363,14.756,12.878,13.562
20512,99936,10,14.364,14.419,12.952,13.779
20512,99936,10,14.253,14.040,12.697,13.669
20512,11592,11,13.872,13.680,12.869,13.748
20512,11592,11,13.964,13.979,12.603,13.271
20512,65121,11,13.750,14.153,12.781,13.890
20512,65121,11,13.606,14.068,12.694,13.492
20512,885,11,13.780,14.160,12.739,13.704
20512,885,11,14.630,13.879,12.496,13.530
20512,77419,12,14.226,14.050,12.942,15.460
20512,77419,12,14.303,14.669,12.966,14.185
20512,19905,12,14.381,14.233,12.834,13.505
20512,19905,12,14.537,14.238,12.479,13.333
20512,1144,12,14.359,15.959,12.817,13.945
20512,1144,12,14.319,14.412,13.272,13.870
20512,18465,13,13.644,14.007,12.385,13.214
20512,18465,13,13.814,14.056,12.508,13.455
20512,17581,13,13.673,13.867,12.414,13.616
20512,17581,13,14.201,14.514,12.608,13.461
20512,76261,13,14.390,13.715,12.729,13.961
20512,76261,13,14.689,14.138,12.373,13.571
20512,3575,14,14.090,14.024,12.763,13.736
20512,3575,14,14.080,14.009,13.005,13.540
20512,86301,14,13.790,14.579,12.792,13.722
20512,86301,14,14.174,14.487,12.511,13.602
20512,47230,14,14.447,15.488,14.568,15.090
20512,47230,14,14.441,14.436,13.010,13.975
20512,61468,15,14.450,14.236,12.848,13.917
20512,61468,15,13.893,15.033,13.298,13.837
20512,99346,15,14.414,15.291,12.991,13.965
20512,99346,15,14.027,15.393,12.924,14.124
20512,65943,15,13.926,14.223,13.062,14.310
20512,65943,15,13.906,13.757,12.342,17.432
20512,78698,16,14.661,14.333,13.067,13.872
20512,78698,16,14.157,14.167,12.780,13.523
20512,58902,16,13.466,14.184,12.467,13.656
20512,58902,16,13.869,14.133,12.468,13.704
20512,33909,16,14.351,14.568,12.888,13.865
20512,33909,16,13.963,14.575,12.881,13.523
20512,83070,17,13.631,14.516,12.529,13.725
20512,83070,17,14.441,14.358,12.632,13.454
20512,38681,17,14.173,14.379,12.796,13.717
20512,38681,17,14.355,14.072,13.026,13.303
20512,86118,17,13.684,13.713,12.638,13.874
20512,86118,17,13.590,13.722,12.671,15.129
20512,38693,18,13.954,14.568,13.772,14.023
20512,38693,18,14.746,15.859,13.484,13.725
20512,53476,18,14.259,13.809,12.627,13.710
20512,53476,18,14.101,14.207,13.021,13.337
20512,77324,18,14.257,14.233,12.839,13.706
20512,77324,18,14.063,14.336,12.585,13.388
20512,88672,19,13.841,13.720,12.447,13.679
20512,88672,19,13.763,14.206,12.707,13.059
20512,48500,19,13.555,14.351,12.977,13.548
20512,48500,19,14.733,14.347,12.347,14.028
20512,70942,19,13.494,14.101,12.524,13.940
20512,70942,19,13.495,13.705,12.359,16.153
20512,14746,20,13.895,14.215,12.774,13.717
20512,14746,20,14.517,14.322,12.794,13.822
20512,86595,20,13.963,16.060,12.814,13.764
20512,86595,20,14.430,15.381,12.957,13.547
20512,92097,20,13.910,13.848,12.677,13.637
20512,92097,20,14.055,13.876,12.371,13.787
20512,87160,21,13.814,13.482,12.334,13.379
20512,87160,21,13.788,13.595,12.473,13.190
20512,78877,21,14.261,14.147,12.755,14.491
20512,78877,21,14.051,13.848,12.699,13.825
20512,23920,21,13.667,14.331,12.823,13.993
20512,23920,21,13.639,14.186,12.505,17.592
20512,23158,22,13.585,13.843,12.816,13.976
20512,23158,22,13.613,14.017,12.600,13.346
20512,89231,22,14.588,14.581,13.147,13.918
20512,89231,22,14.823,14.158,12.636,14.020
20512,5644,22,13.733,14.059,12.601,13.817
20512,5644,22,13.400,14.179,12.358,13.640
20512,22897,23,13.734,13.969,13.196,13.659
20512,22897,23,13.684,14.319,12.914,13.447
20512,28258,23,13.754,13.762,12.504,13.479
20512,28258,23,13.592,13.700,12.574,12.982
20512,33964,23,14.177,14.139,12.413,13.915
20512,33964,23,14.219,14.048,12.545,13.666
20512,71511,24,14.267,14.254,12.589,14.538
20512,71511,24,14.218,14.525,13.125,13.760
20512,16323,24,14.156,14.528,12.816,13.453
20512,16323,24,14.374,14.390,12.937,13.796
20512,93683,24,14.318,14.301,13.103,13.432
20512,93683,24,14.002,14.166,12.773,13.797
20512,48965,25,14.214,13.588,12.233,13.396
20512,48965,25,13.842,13.855,12.825,13.206
20512,94362,25,14.388,14.374,12.658,13.989
20512,94362,25,14.396,14.829,13.024,13.614
20512,82416,25,14.415,14.903,12.590,14.155
20512,82416,25,14.361,14.931,12.919,14.698
20512,50480,26,14.083,14.102,12.754,13.461
20512,50480,26,14.066,14.276,12.677,13.513
20512,81372,26,14.329,14.328,12.612,13.650
20512,81372,26,14.479,14.541,12.771,13.620
20512,48980,26,15.085,14.799,12.661,13.603
20512,48980,26,14.269,14.459,12.887,13.747
20512,62037,27,15.625,14.136,12.411,13.309
20512,62037,27,13.869,13.837,12.633,13.630
20512,18297,27,14.295,14.222,12.491,13.565
20512,18297,27,14.446,14.314,12.905,13.319
20512,80032,27,13.914,14.004,12.308,13.453
20512,80032,27,14.154,13.945,12.249,13.258
20512,88469,28,13.342,13.818,12.790,13.333
20512,88469,28,13.562,14.089,12.277,13.679
20512,32163,28,14.558,14.431,12.767,13.574
20512,32163,28,14.243,14.413,12.913,13.654
20512,97352,28,14.472,14.926,13.189,13.705
20512,97352,28,14.372,14.443,12.591,13.682
20512,8074,29,14.504,15.720,13.922,14.658
20512,8074,29,15.111,14.806,13.260,13.950
20512,17436,29,13.868,13.884,12.647,13.864
20512,17436,29,14.042,14.018,12.316,13.504
20512,30532,29,13.707,14.362,12.638,13.736
20512,30532,29,14.282,13.800,12.537,13.398
20512,70156,30,15.758,16.285,14.221,15.336
20512,70156,30,15.349,16.292,13.877,15.012
20512,4455,30,15.062,15.494,13.523,14.333
20512,4455,30,14.768,15.518,14.534,16.510
20512,22977,30,14.746,14.330,13.475,14.325
20512,22977,30,14.537,14.631,12.930,13.862
20512,1980,31,14.156,14.204,12.991,15.397
20512,1980,31,14.750,14.556,12.703,13.643
20512,14207,31,13.831,14.240,12.891,13.962
20512,14207,31,14.061,14.159,12.430,13.566
20512,46628,31,15.189,16.368,12.900,13.876
20512,46628,31,16.903,16.293,13.310,14.425
20512,67514,32,14.768,14.230,12.831,13.527
20512,67514,32,13.663,14.009,12.627,13.763
20512,88015,32,13.871,14.469,12.499,13.452
20512,88015,32,14.115,14.901,12.893,14.096
20512,901,32,13.873,14.244,12.711,13.351
20512,901,32,13.991,14.374,12.765,13.260
20512,38077,33,14.597,14.597,12.763,13.665
20512,38077,33,14.301,14.623,12.992,14.028
20512,77085,33,14.240,14.023,12.561,13.445
20512,77085,33,14.271,14.259,12.810,13.326
20512,12122,33,15.163,14.729,12.590,13.973
20512,12122,33,14.878,14.866,12.968,13.776
20512,76304,34,13.918,13.831,12.380,13.566
20512,76304,34,13.895,13.926,12.790,13.376
20512,77086,34,13.877,13.679,12.439,13.421
20512,77086,34,13.919,14.004,12.951,13.834
20512,83436,34,13.567,13.974,12.737,13.418
20512,83436,34,13.621,14.145,12.454,13.431
20512,4761,35,18.202,14.230,12.659,14.237
20512,4761,35,14.138,14.094,12.488,13.756
20512,30322,35,14.308,14.819,12.916,13.986
20512,30322,35,14.820,16.173,12.796,13.884
20512,40451,35,14.575,14.351,13.458,14.343
20512,40451,35,21.059,15.893,14.108,15.120
20512,4019,36,16.113,16.228,14.229,15.370
20512,4019,36,16.010,16.112,13.767,15.400
20512,519,36,14.831,14.880,13.474,14.588
20512,519,36,14.927,15.255,13.395,14.211
20512,29086,36,14.344,14.545,12.895,13.951
20512,29086,36,14.340,14.480,12.781,13.713
20512,24875,37,14.797,15.645,12.727,13.907
20512,24875,37,14.643,14.768,12.828,13.647
20512,60327,37,13.776,14.088,12.641,13.998
20512,60327,37,13.920,14.490,12.743,13.525
20512,77448,37,17.885,29.703,18.797,14.762
20512,77448,37,15.292,15.287,13.810,14.896
20512,96525,38,13.954,14.088,12.984,14.149
20512,96525,38,14.271,14.370,12.914,13.981
20512,53127,38,15.273,15.283,13.703,14.978
20512,53127,38,14.989,15.800,13.371,14.307
20512,73057,38,14.192,14.271,13.033,13.525
20512,73057,38,13.794,14.659,16.836,13.521
20512,78031,39,13.748,13.949,12.746,13.594
20512,78031,39,13.529,13.579,12.311,13.606
20512,39388,39,14.156,14.431,12.396,13.662
20512,39388,39,13.315,13.959,12.686,13.525
20512,744,39,14.496,14.468,12.945,13.989
20512,744,39,14.180,14.596,12.746,13.710
20512,54131,40,14.674,14.541,13.257,14.057
20512,54131,40,14.393,14.758,12.925,13.863
20512,6730,40,14.675,14.985,13.274,13.896
20512,6730,40,14.792,14.710,13.149,14.245
20512,70935,40,13.932,14.286,12.756,13.874
20512,70935,40,14.675,14.223,14.989,13.872
20512,12557,41,14.169,14.509,12.613,13.712
20512,12557,41,14.240,14.420,12.779,13.796
20512,90025,41,13.926,14.263,12.757,13.639
20512,90025,41,14.033,14.729,13.222,17.858
20512,4758,41,15.007,15.506,14.619,15.100
20512,4758,41,15.138,15.381,13.784,14.731
20512,14616,42,14.835,14.906,13.898,15.156
20512,14616,42,14.938,15.345,13.982,14.609
20512,73997,42,14.419,14.838,12.965,13.961
20512,73997,42,14.551,14.341,13.238,18.038
20512,69516,42,15.167,15.321,13.317,14.621
20512,69516,42,15.600,15.559,13.860,14.827
20512,19195,43,14.670,14.460,13.168,14.128
20512,19195,43,14.553,15.147,13.648,15.105
20512,51357,43,16.119,16.454,21.428,17.860
20512,51357,43,16.156,16.272,14.191,15.523
20512,49994,43,14.784,15.280,13.385,14.528
20512,49994,43,14.919,14.953,13.434,14.570
20512,14667,44,14.560,14.831,13.316,14.148
20512,14667,44,14.400,14.527,12.886,13.945
20512,78710,44,14.237,13.970,12.777,13.653
20512,78710,44,14.051,14.142,12.808,13.641
20512,69265,44,14.562,14.901,13.140,13.942
20512,69265,44,14.611,14.978,12.828,14.063
20512,62745,45,15.143,15.219,12.992,14.194
20512,62745,45,14.556,14.667,12.856,14.161
20512,43112,45,15.124,15.077,13.221,13.814
20512,43112,45,14.420,14.958,14.660,14.321
20512,80476,45,14.196,14.708,12.656,13.717
20512,80476,45,14.005,14.381,13.176,14.157
20512,98131,46,15.438,16.503,13.815,15.280
20512,98131,46,15.151,15.699,14.050,14.770
20512,97885,46,13.707,13.974,12.701,13.912
20512,97885,46,13.993,15.377,13.006,15.006
20512,56023,46,14.685,14.716,13.472,14.966
20512,56023,46,15.300,15.412,14.066,14.583
20512,58550,47,15.144,15.344,13.795,15.144
20512,58550,47,15.797,15.170,13.245,14.297
20512,37477,47,16.048,16.101,14.084,15.047
20512,37477,47,15.799,16.551,15.155,14.920
20512,29644,47,15.798,15.585,13.463,15.509
20512,29644,47,14.843,15.475,14.179,15.652
20512,77112,48,15.422,15.402,14.106,14.379
20512,77112,48,14.737,15.135,13.530,14.575
20512,31882,48,14.841,16.421,13.963,15.006
20512,31882,48,15.785,17.908,13.385,14.274
20512,42161,48,15.006,14.890,13.161,14.169
20512,42161,48,15.609,14.826,13.857,14.328
20512,62076,49,14.556,16.108,16.462,18.970
20512,62076,49,18.784,16.127,14.197,15.255
20512,24952,49,14.802,14.454,13.325,13.961
20512,24952,49,14.518,14.713,13.182,14.080
20512,30500,49,15.179,15.445,13.490,14.656
20512,30500,49,15.694,15.909,13.307,14.317
20512,19008,50,14.098,14.246,12.948,13.607
20512,19008,50,14.126,13.927,12.636,13.632
20512,54006,50,14.483,14.446,12.933,13.921
20512,54006,50,14.374,14.555,13.029,14.367
20512,89169,50,14.472,14.399,12.893,13.788
20512,89169,50,14.262,13.869,12.809,14.057
20512,69993,51,17.167,17.546,13.677,14.546
20512,69993,51,14.992,15.288,13.497,14.318
20512,78604,51,14.338,14.656,15.432,13.839
20512,78604,51,14.169,15.898,13.204,14.206
20512,89900,51,13.991,14.256,12.852,13.778
20512,89900,51,13.539,13.914,12.781,13.740
20512,91812,52,14.556,14.603,13.007,13.642
20512,91812,52,14.153,14.760,12.863,13.687
20512,64074,52,14.564,15.460,13.132,13.846
20512,64074,52,14.327,15.110,12.774,13.904
20512,60760,52,14.092,13.909,12.568,13.283
20512,60760,52,15.120,14.114,12.498,13.420
20512,51724,53,14.042,14.505,12.817,13.781
20512,51724,53,13.980,14.199,12.587,13.641
20512,56776,53,14.206,14.216,12.736,13.407
20512,56776,53,13.632,13.987,12.442,13.419
20512,49430,53,14.621,15.030,13.241,13.766
20512,49430,53,14.137,14.881,13.237,13.844
20512,45516,54,16.840,14.587,12.699,13.654
20512,45516,54,13.910,14.298,12.832,13.781
20512,45185,54,13.994,13.907,12.649,13.560
20512,45185,54,13.641,13.978,12.629,13.773
20512,39310,54,14.172,14.484,14.288,13.582
20512,39310,54,13.897,14.460,13.068,13.659
20512,17202,55,14.419,14.153,12.829,13.616
20512,17202,55,13.945,13.966,12.599,13.370
20512,40486,55,14.122,14.400,12.955,13.967
20512,40486,55,14.552,14.787,13.583,14.529
20512,16021,55,16.047,16.104,14.642,15.880
20512,16021,55,16.187,16.221,14.724,15.931
20512,92706,56,15.418,15.565,14.293,15.078
20512,92706,56,14.953,15.165,14.112,14.600
20512,50116,56,14.615,14.462,13.150,14.371
20512,50116,56,14.249,14.730,12.993,14.174
20512,22736,56,13.900,13.917,12.794,15.581
20512,22736,56,22.101,22.732,28.646,22.680
20512,28018,57,15.808,16.438,14.529,15.377
20512,28018,57,16.203,15.729,14.250,14.998
20512,48506,57,15.017,15.247,13.972,14.826
20512,48506,57,15.058,15.132,13.532,15.167
20512,24113,57,15.072,15.218,13.458,14.360
20512,24113,57,14.859,14.955,13.275,14.573
20512,38101,58,14.828,15.062,13.253,14.062
20512,38101,58,14.415,14.239,12.852,14.021
20512,69641,58,14.265,14.715,12.726,13.802
20512,69641,58,14.070,14.093,12.485,13.632
20512,77801,58,14.322,14.639,12.764,13.569
20512,77801,58,14.107,14.158,12.777,13.685
20512,65757,59,13.794,13.754,12.954,13.267
20512,65757,59,13.692,13.900,12.525,13.557
20512,8725,59,13.523,14.042,12.762,13.669
20512,8725,59,13.827,14.195,12.403,13.395
20512,77859,59,13.694,13.977,12.445,13.247
20512,77859,59,13.521,13.463,12.362,13.308
20512,7112,60,13.862,13.807,12.574,13.400
20512,7112,60,13.832,13.911,12.526,13.485
20512,97247,60,14.010,14.030,12.811,14.100
20512,97247,60,14.144,14.229,12.681,13.218
20512,33675,60,16.092,15.607,13.581,14.874
20512,33675,60,15.315,15.377,13.964,14.777
20512,62184,61,15.255,15.568,14.597,15.678
20512,62184,61,15.587,15.583,14.074,15.445
20512,22547,61,15.649,15.225,13.941,14.476
20512,22547,61,14.583,14.829,13.184,14.989
20512,34035,61,14.479,14.822,13.200,14.370
20512,34035,61,14.569,14.813,13.018,15.253
20512,86916,62,14.552,14.827,13.245,13.897
20512,86916,62,14.490,14.698,13.028,13.962
20512,35673,62,14.109,14.320,12.426,13.636
20512,35673,62,14.224,16.446,13.567,13.849
20512,75904,62,13.773,14.801,12.785,13.727
20512,75904,62,13.925,14.218,12.708,13.876
20512,63730,63,13.442,13.732,13.452,13.960
20512,63730,63,14.031,13.817,12.564,13.466
20512,76176,63,13.749,14.111,12.520,13.574
20512,76176,63,13.408,13.535,12.425,13.643
20512,41069,63,14.708,14.706,12.421,13.385
20512,41069,63,14.199,13.911,12.596,13.437
20512,8699,64,13.781,13.716,12.452,13.410
20512,8699,64,13.790,14.011,12.874,13.553
20512,44016,64,14.116,14.523,13.072,13.752
20512,44016,64,13.893,14.759,13.193,13.807
20512,33763,64,18.505,14.950,13.745,14.719
20512,33763,64,14.632,14.689,13.179,14.380
20512,6393,65,14.984,15.060,13.530,14.953
20512,6393,65,14.733,15.080,13.055,14.234
20512,37087,65,13.753,13.871,12.550,13.363
20512,37087,65,13.655,13.463,12.431,13.391
20512,52250,65,14.241,14.294,12.932,13.941
20512,52250,65,14.205,14.138,12.620,13.956
20512,81340,66,13.277,13.576,12.350,13.300
20512,81340,66,13.636,13.738,12.780,13.413
20512,11332,66,14.030,13.850,12.367,13.339
20512,11332,66,13.413,14.461,12.266,13.208
20512,76028,66,14.213,14.280,13.131,13.933
20512,76028,66,14.052,14.220,12.615,13.629
20512,67536,67,13.537,13.845,12.642,13.619
20512,67536,67,13.570,13.924,12.750,13.313
20512,74130,67,13.805,13.590,12.800,13.296
20512,74130,67,13.178,13.547,12.253,13.153
20512,55730,67,13.750,13.849,12.385,13.038
20512,55730,67,13.439,13.827,12.328,13.195
20512,13893,68,13.435,14.357,12.244,13.276
20512,13893,68,13.359,13.182,12.363,13.290
20512,59180,68,13.727,14.181,12.461,13.186
20512,59180,68,13.592,13.926,12.370,14.040
20512,22055,68,14.656,14.286,12.792,13.965
20512,22055,68,14.149,13.917,12.648,13.670
20512,34500,69,14.396,14.843,12.727,13.494
20512,34500,69,14.026,14.138,12.988,13.650
20512,68263,69,13.779,14.086,12.597,13.597
20512,68263,69,13.760,13.412,12.341,13.170
20512,70767,69,13.998,13.907,12.684,13.503
20512,70767,69,13.531,13.545,12.618,13.701
20512,8924,70,13.438,13.535,12.129,13.492
20512,8924,70,13.354,13.493,12.423,13.047
20512,45980,70,13.359,13.631,12.588,13.569
20512,45980,70,13.900,13.794,12.400,13.372
20512,41916,70,13.462,15.140,13.647,13.380
20512,41916,70,13.572,13.706,12.668,13.969
20512,3751,71,13.805,13.990,12.530,13.556
20512,3751,71,13.885,13.936,12.623,13.448
20512,16127,71,13.962,13.938,12.750,13.777
20512,16127,71,14.323,14.305,12.531,13.258
20512,9956,71,13.863,14.289,12.876,13.486
20512,9956,71,14.110,13.851,12.784,13.547
20512,13730,72,13.973,14.614,12.715,13.530
20512,13730,72,13.869,14.091,12.512,13.398
20512,47724,72,13.493,13.630,12.172,13.162
20512,47724,72,13.608,13.584,12.335,13.256
20512,26257,72,14.026,14.278,12.901,13.739
20512,26257,72,13.965,14.119,21.228,23.339
20512,99326,73,14.430,13.998,13.095,13.981
20512,99326,73,14.141,14.523,12.689,13.356
20512,80055,73,13.523,13.670,12.602,13.958
20512,80055,73,13.898,13.945,12.620,13.707
20512,59442,73,13.563,13.871,12.898,13.311
20512,59442,73,13.330,14.051,12.367,13.406
20512,64984,74,13.652,14.769,12.293,13.080
20512,64984,74,13.158,13.546,12.567,13.373
20512,41125,74,13.674,13.956,12.718,13.232
20512,41125,74,15.111,14.598,12.952,13.967
20512,25710,74,13.261,13.758,12.325,13.880
20512,25710,74,14.117,13.829,12.126,13.063
20512,38164,75,13.593,13.750,12.743,12.991
20512,38164,75,13.768,13.937,12.693,13.683
20512,90889,75,14.264,14.148,12.570,13.312
20512,90889,75,13.740,14.188,12.701,13.718
20512,90077,75,13.806,13.924,12.688,13.358
20512,90077,75,13.929,13.717,12.650,13.266
20512,43104,76,13.655,13.983,12.616,13.280
20512,43104,76,13.228,13.899,12.548,13.448
20512,99859,76,14.066,15.390,12.802,13.416
20512,99859,76,13.686,14.243,12.834,13.771
20512,66500,76,13.650,14.329,12.392,13.316
20512,66500,76,13.559,15.120,12.977,13.304
20512,3655,77,14.020,14.032,12.664,13.592
20512,3655,77,13.838,14.085,12.342,13.261
20512,33309,77,13.708,13.660,12.435,13.376
20512,33309,77,13.207,13.812,12.546,13.852
20512,4471,77,13.530,13.768,12.583,13.418
20512,4471,77,13.305,13.603,12.504,13.512
20512,35408,78,13.585,13.744,12.297,13.440
20512,35408,78,13.897,13.752,12.322,13.329
20512,41573,78,13.607,13.967,12.520,14.224
20512,41573,78,16.434,15.563,12.583,13.697
20512,98537,78,15.090,14.068,12.820,13.712
20512,98537,78,14.376,14.277,12.883,16.208
20512,19496,79,14.591,16.211,13.381,13.982
20512,19496,79,14.355,14.474,12.980,14.002
20512,75643,79,13.682,13.790,12.782,13.970
20512,75643,79,13.572,13.796,12.446,13.393
20512,74704,79,15.525,14.460,12.776,13.977
20512,74704,79,14.063,14.457,12.980,13.712
20512,20784,80,13.794,13.924,12.590,13.333
20512,20784,80,13.772,13.761,12.213,13.542
20512,13001,80,13.705,14.214,12.376,13.500
20512,13001,80,14.309,14.191,12.216,13.538
20512,68503,80,14.201,13.982,12.641,13.671
20512,68503,80,13.514,14.208,12.473,14.477
20512,96816,81,13.927,14.061,12.827,13.721
20512,96816,81,14.005,14.048,12.698,13.606
20512,58038,81,13.774,14.358,12.631,13.557
20512,58038,81,13.707,14.056,12.665,13.238
20512,57076,81,13.603,13.625,12.335,13.595
20512,57076,81,13.413,13.912,12.601,13.231
20512,10274,82,13.500,13.720,12.339,14.015
20512,10274,82,13.236,13.690,12.410,13.747
20512,3033,82,14.289,14.486,12.627,13.491
20512,3033,82,13.741,14.203,12.742,13.727
20512,67638,82,14.011,13.780,12.520,13.241
20512,67638,82,13.802,14.334,12.306,13.180
20512,8245,83,13.581,13.781,12.581,13.467
20512,8245,83,13.762,13.729,12.499,13.378
20512,84694,83,13.900,14.290,12.768,13.308
20512,84694,83,13.681,13.969,12.795,13.423
20512,74595,83,14.012,13.822,12.407,13.305
20512,74595,83,13.298,13.425,12.333,13.367
20512,87633,84,13.563,14.062,12.620,13.688
20512,87633,84,13.832,13.911,12.735,13.327
20512,54691,84,13.412,13.916,12.660,13.405
20512,54691,84,13.617,13.827,14.029,16.870
20512,56086,84,14.475,14.576,13.469,14.220
20512,56086,84,13.790,14.290,12.889,13.626
20512,38386,85,13.757,14.066,12.775,13.827
20512,38386,85,14.250,14.080,13.004,13.881
20512,73214,85,13.905,13.774,12.525,13.536
20512,73214,85,13.503,13.578,12.504,13.466
20512,75620,85,13.925,14.251,12.943,14.425
20512,75620,85,14.014,14.505,12.989,13.884
20512,93831,86,13.771,13.818,12.480,13.444
20512,93831,86,13.371,13.912,12.728,13.382
20512,1569,86,13.948,13.851,12.624,13.360
20512,1569,86,13.880,14.001,13.049,13.718
20512,87330,86,14.231,14.161,12.227,13.561
20512,87330,86,14.090,13.838,12.631,13.751
20512,4458,87,13.804,13.629,12.540,13.571
20512,4458,87,13.716,14.009,12.242,13.315
20512,6078,87,13.542,13.950,12.291,13.682
20512,6078,87,13.294,13.467,12.304,13.235
20512,55280,87,13.587,13.605,12.168,13.718
20512,55280,87,14.054,14.021,12.428,13.122
20512,19558,88,13.217,13.841,12.528,13.565
20512,19558,88,13.442,13.536,12.406,13.350
20512,22271,88,13.842,13.830,12.424,13.300
20512,22271,88,13.652,13.813,12.155,13.621
20512,9929,88,13.452,13.515,12.574,13.535
20512,9929,88,14.176,13.888,12.187,13.472
20512,32862,89,13.506,13.918,12.804,13.684
20512,32862,89,13.469,14.084,12.435,13.593
20512,73944,89,13.810,13.878,12.691,13.373
20512,73944,89,13.993,14.329,12.676,13.557
20512,23220,89,16.928,15.233,14.596,14.049
20512,23220,89,14.217,14.197,13.347,14.457
20512,31707,90,14.050,14.301,13.123,13.776
20512,31707,90,13.961,13.910,12.925,13.835
20512,1917,90,13.593,13.882,12.606,13.313
20512,1917,90,14.063,13.923,12.817,13.486
20512,54705,90,14.074,13.599,12.167,13.544
20512,54705,90,13.987,14.358,12.536,13.112
20512,94140,91,13.595,13.653,12.495,14.431
20512,94140,91,14.690,14.144,12.916,13.186
20512,51866,91,13.508,13.883,12.695,13.495
20512,51866,91,13.722,13.666,12.463,13.535
20512,41030,91,13.875,13.918,12.479,13.384
20512,41030,91,13.551,14.058,13.066,14.339
20512,26616,92,13.742,13.916,12.327,13.517
20512,26616,92,13.734,13.978,12.717,13.399
20512,57798,92,13.706,15.545,12.955,14.034
20512,57798,92,14.052,14.146,12.745,14.219
20512,49348,92,14.061,14.131,12.389,13.387
20512,49348,92,13.681,13.877,12.507,13.375
